Wavelength,n,k
1.5,0.243106,10.743639
1.5025,0.243933,10.762129
1.505,0.244762,10.780618
1.5075,0.245592,10.799106
1.51,0.246423,10.817592
1.5125,0.247257,10.836077
1.515,0.248091,10.854561
1.5175,0.248927,10.873044
1.52,0.249765,10.891526
1.5225,0.250604,10.910007
1.525,0.251445,10.928486
1.5275,0.252287,10.946964
1.53,0.25313,10.965442
1.5325,0.253975,10.983918
1.535,0.254822,11.002394
1.5375,0.25567,11.020867
1.54,0.256519,11.039341
1.5425,0.25737,11.057813
1.545,0.258223,11.076283
1.5475,0.259077,11.094753
1.55,0.259932,11.113221
1.5525,0.260789,11.131689
1.555,0.261647,11.150156
1.5575,0.262507,11.168621
1.56,0.263369,11.187085
1.5625,0.264231,11.205549
1.565,0.265096,11.224011
1.5675,0.265961,11.242473
1.57,0.266829,11.260933
1.5725,0.267697,11.279391
1.575,0.268568,11.29785
1.5775,0.269439,11.316307
1.58,0.270312,11.334763
1.5825,0.271187,11.353218
1.585,0.272063,11.371672
1.5875,0.27294,11.390125
1.59,0.273819,11.408577
1.5925,0.2747,11.427028
1.595,0.275582,11.445477
1.5975,0.276465,11.463926
1.6,0.27735,11.482374
1.6025,0.278236,11.500821
1.605,0.279124,11.519267
1.6075,0.280013,11.537712
1.61,0.280904,11.556156
1.6125,0.281796,11.574599
1.615,0.28269,11.593041
1.6175,0.283585,11.611483
1.62,0.284481,11.629923
1.6225,0.285379,11.648362
1.625,0.286279,11.6668
1.6275,0.28718,11.685237
1.63,0.288082,11.703673
1.6325,0.288986,11.722109
1.635,0.289891,11.740543
1.6375,0.290798,11.758977
1.64,0.291706,11.77741
1.6425,0.292616,11.795841
1.645,0.293527,11.814271
1.6475,0.294439,11.832701
1.65,0.295353,11.85113
1.6525,0.296269,11.869557
1.655,0.297186,11.887984
1.6575,0.298104,11.90641
1.66,0.299024,11.924835
1.6625,0.299945,11.94326
1.665,0.300868,11.961683
1.6675,0.301792,11.980105
1.67,0.302718,11.998527
1.6725,0.303645,12.016948
1.675,0.304573,12.035367
1.6775,0.305503,12.053786
1.68,0.306434,12.072204
1.6825,0.307367,12.090621
1.685,0.308302,12.109036
1.6875,0.309237,12.127452
1.69,0.310174,12.145866
2,0.65,12.2
2.066,0.668,12.6
2.138,0.729,13
2.214,0.774,13.5
2.296,0.823,14
2.384,0.878,14.5
2.48,0.939,15.1
2.583,1.007,15.7
2.695,1.083,16.4
2.818,1.168,17.1
2.952,1.265,17.9
3.1,1.387,18.8
3.263,1.536,19.8
3.444,1.71,20.9
3.647,1.915,22.1
3.875,2.16,23.5
4.133,2.446,25.1
4.428,2.786,26.9
4.769,3.202,29
5.166,3.732,31.3
5.636,4.425,34
6.199,5.355,37
6.526,5.96,38.6
6.888,6.67,40.4
7.293,7.461,42.5
7.749,8.376,44.8
8.266,9.441,47.1
8.856,10.69,49.4
9.537,12.21,52.2
9.919,13.11,53.7
14,22.72,69.72
