Wavelength,n,k
2.0575,1.5026,0.0023235
2.0773,1.502,0.002376
2.0975,1.5015,0.0024308
2.118,1.5009,0.002488
2.139,1.5003,0.0025476
2.1532,1.4999,0.0025888
2.1749,1.4993,0.0026529
2.197,1.4987,0.0027198
2.2196,1.498,0.0027898
2.2349,1.4976,0.0028381
2.2582,1.4969,0.0029134
2.2741,1.4964,0.0029655
2.2983,1.4957,0.0030466
2.3147,1.4952,0.0031027
2.3398,1.4945,0.0031902
2.3568,1.494,0.0032509
2.374,1.4934,0.0033134
2.3916,1.4929,0.0033779
2.4183,1.4921,0.0034785
2.4365,1.4915,0.0035483
2.455,1.4909,0.0036203
2.4737,1.4903,0.0036947
2.4927,1.4897,0.0037716
2.5121,1.4891,0.0038509
2.5317,1.4885,0.0039329
2.5516,1.4879,0.0040177
2.5719,1.4872,0.0041053
2.5925,1.4865,0.0041959
2.6134,1.4858,0.0042896
2.6346,1.4851,0.0043866
2.6562,1.4844,0.0044869
2.6782,1.4837,0.0045907
2.6893,1.4833,0.004644
2.7118,1.4825,0.0047534
2.7347,1.4817,0.0048668
2.7579,1.4809,0.0049842
2.7697,1.4805,0.0050445
2.7936,1.4797,0.0051684
2.8179,1.4788,0.0052968
2.8302,1.4784,0.0053628
2.8551,1.4775,0.0054985
2.8678,1.477,0.0055683
2.8934,1.4761,0.0057117
2.9194,1.4752,0.0058607
2.9326,1.4747,0.0059373
2.9594,1.4737,0.0060949
2.973,1.4732,0.006176
2.9867,1.4727,0.0062587
3.0145,1.4716,0.006429
3.0286,1.4711,0.0065166
3.0571,1.47,0.0066971
3.0716,1.4695,0.0067901
3.0863,1.4689,0.006885
3.1159,1.4677,0.0070805
3.131,1.4672,0.0071812
3.1462,1.4666,0.007284
3.177,1.4653,0.007496
3.1927,1.4647,0.0076053
3.2085,1.4641,0.0077169
3.2244,1.4634,0.0078309
3.2569,1.4621,0.008066
3.2733,1.4614,0.0081874
3.2899,1.4608,0.0083114
3.3067,1.4601,0.008438
3.3237,1.4594,0.0085674
3.3581,1.4579,0.0088347
3.3756,1.4572,0.0089728
3.3933,1.4564,0.0091139
3.4111,1.4557,0.0092582
3.4292,1.4549,0.0094057
3.4474,1.4541,0.0095565
3.4658,1.4533,0.0097108
3.4845,1.4525,0.0098686
3.5033,1.4517,0.01003
3.5224,1.4509,0.010195
3.5416,1.45,0.010364
3.5611,1.4491,0.010537
3.5807,1.4483,0.010714
3.6006,1.4474,0.010895
3.6207,1.4464,0.01108
3.6411,1.4455,0.01127
3.6617,1.4446,0.011465
3.6825,1.4436,0.011664
3.7035,1.4426,0.011868
3.7248,1.4417,0.012077
3.7463,1.4406,0.012291
3.7681,1.4396,0.01251
3.7901,1.4386,0.012735
3.8124,1.4375,0.012966
3.835,1.4364,0.013202
3.8578,1.4353,0.013445
3.8809,1.4342,0.013693
3.9043,1.4331,0.013948
3.928,1.4319,0.01421
3.9519,1.4307,0.014478
3.9762,1.4295,0.014754
4.0007,1.4283,0.015037
4.0255,1.427,0.015327
4.0507,1.4257,0.015625
4.0762,1.4244,0.015932
4.102,1.4231,0.016246
4.1281,1.4217,0.01657
4.1546,1.4203,0.016902
4.1814,1.4189,0.017243
4.2085,1.4175,0.017595
4.236,1.416,0.017956
4.2639,1.4145,0.018327
4.2921,1.413,0.018709
4.3208,1.4114,0.019102
4.3498,1.4098,0.019506
4.3791,1.4082,0.019923
4.4089,1.4066,0.020351
4.4391,1.4049,0.020793
4.4697,1.4031,0.021247
4.5008,1.4014,0.021716
4.5323,1.3995,0.022199
4.5642,1.3977,0.022697
4.5965,1.3958,0.02321
4.6294,1.3939,0.023739
4.6627,1.3919,0.024285
4.6965,1.3899,0.024849
4.7308,1.3878,0.02543
4.7655,1.3857,0.026031
4.8008,1.3835,0.026651
4.8367,1.3813,0.027291
4.873,1.3791,0.027953
4.91,1.3767,0.028638
4.9474,1.3744,0.029345
4.9855,1.3719,0.030077
5.0241,1.3695,0.030834
5.0634,1.3669,0.031617
5.1033,1.3643,0.032428
5.1438,1.3616,0.033268
5.1849,1.3589,0.034139
5.2267,1.356,0.035041
5.2692,1.3532,0.035976
5.3124,1.3502,0.036945
5.3563,1.3472,0.037951
5.4009,1.344,0.038996
5.4463,1.3408,0.04008
5.4925,1.3375,0.041206
5.5394,1.3342,0.042376
5.5872,1.3307,0.043593
5.6358,1.3271,0.044858
5.6852,1.3234,0.046175
5.7355,1.3197,0.047545
5.7867,1.3158,0.048972
5.8389,1.3118,0.05046
5.8919,1.3077,0.05201
5.946,1.3035,0.053627
6.001,1.2991,0.055315
6.0571,1.2946,0.057077
6.1143,1.29,0.058918
6.1725,1.2853,0.060842
6.2319,1.2804,0.062854
6.2924,1.2753,0.06496
6.3541,1.2701,0.067166
6.417,1.2647,0.069477
6.4811,1.2592,0.071901
6.5466,1.2534,0.074443
6.6134,1.2475,0.077113
6.6816,1.2414,0.079919
6.7512,1.235,0.082869
6.8223,1.2285,0.085974
6.8948,1.2217,0.089245
6.969,1.2147,0.092692
7.0447,1.2075,0.096329
7.1221,1.2,0.10017
7.2013,1.1922,0.10423
7.2822,1.1842,0.10853
7.3649,1.1759,0.11307
7.4496,1.1672,0.1179
7.5362,1.1583,0.12302
7.6249,1.149,0.12845
7.7156,1.1393,0.13424
7.8086,1.1293,0.1404
7.9038,1.119,0.14697
8.0014,1.1082,0.15399
8.1014,1.097,0.16149
8.204,1.0854,0.16952
8.3091,1.0733,0.17813
8.4171,1.0608,0.18737
8.5278,1.0479,0.19731
8.6415,1.0344,0.20801
8.7583,1.0205,0.21955
8.8783,1.0061,0.23202
9.0016,0.99122,0.2455
9.1284,0.97588,0.26009
9.2588,0.9601,0.27592
9.393,0.94392,0.29309
9.5311,0.9274,0.31173
9.6733,0.91059,0.33198
9.8199,0.89362,0.35398
9.971,0.8766,0.37785
10.127,0.85968,0.40372
10.288,0.84305,0.4317
10.453,0.82692,0.46186
10.625,0.81152,0.49426
10.802,0.7971,0.52891
10.985,0.78389,0.56576
11.174,0.77212,0.60473
11.37,0.762,0.64571
11.573,0.75369,0.68857
11.784,0.74731,0.73314
12.002,0.74297,0.77928
12.229,0.74071,0.82685
12.464,0.74058,0.87573
12.708,0.74259,0.92582
12.962,0.74675,0.97705
13.227,0.75306,1.0294
13.502,0.76156,1.0828
13.79,0.77226,1.1372
14.089,0.7852,1.1927
14.403,0.80044,1.2493
14.73,0.81806,1.3071
15.072,0.83817,1.366
15.431,0.86088,1.4261
15.808,0.88634,1.4875
16.203,0.91475,1.5502
16.618,0.9463,1.6143
17.056,0.98126,1.6798
17.517,1.0199,1.7468
18.003,1.0625,1.8152
18.518,1.1096,1.885
19.062,1.1615,1.9563
19.64,1.2186,2.0289
20.254,1.2816,2.1027
