Wavelength,n,k
1.555,3.51122,0
1.5575,3.510728,0
1.56,3.51024,0
1.5625,3.509755,0
1.565,3.509273,0
1.5675,3.508794,0
1.57,3.508318,0
1.5725,3.507845,0
1.575,3.507375,0
1.5775,3.506908,0
1.58,3.506444,0
1.5825,3.505982,0
1.585,3.505524,0
1.5875,3.505068,0
1.59,3.504615,0
1.5925,3.504164,0
1.595,3.503717,0
1.5975,3.503272,0
1.6,3.50283,0
1.6025,3.50239,0
1.605,3.501953,0
1.6075,3.501518,0
1.61,3.501087,0
1.6125,3.500657,0
1.615,3.500231,0
1.6175,3.499806,0
1.62,3.499385,0
1.6225,3.498966,0
1.625,3.498549,0
1.6275,3.498134,0
1.63,3.497722,0
1.6325,3.497313,0
1.635,3.496905,0
1.6375,3.4965,0
1.64,3.496098,0
1.6425,3.495698,0
1.645,3.4953,0
1.6475,3.494904,0
1.65,3.49451,0
1.6525,3.494119,0
1.655,3.49373,0
1.6575,3.493343,0
1.66,3.492959,0
1.6625,3.492576,0
1.665,3.492196,0
1.6675,3.491818,0
1.67,3.491441,0
1.6725,3.491067,0
1.675,3.490695,0
1.6775,3.490325,0
1.68,3.489958,0
1.6825,3.489592,0
1.685,3.489228,0
1.6875,3.488866,0
1.69,3.488506,0
2,3.488,0
10,3.488,0
14,3.488,0
